06:49:18 node->uv_mutex_init(0x3921920, 0x7ffdb6a07b18, 0x7ffdb6a07b38, 0x386bef8) = 0
06:49:19 node->uv_mutex_lock(0xdebb3e0, 0x7ffdb69fb990, 0x7ffdb69fb9b8, 0x7ffdb69fb9c0) = 0
06:49:19 node->uv_cond_signal(0xdebb408, 128, 0xdf40dc8, 0xdf40dd0) = 0
06:49:19 node->uv_mutex_unlock(0xdebb3e0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:19 node->uv_hrtime(0xde8fc10, 0x7ffdb69fba20, 0xe0aef00, 0x1f78a40) = 0x7d52ccde8
06:49:19 node->uv_hrtime(0xde8fc10, 0x39371b0, 0, 0xe0b7270) = 0x7d53a2d58
06:49:19 node->uv_hrtime(0xde8fc10, 0xdf0f6f8, 0x85eb60, 0) = 0x7d5611a29
06:49:19 node->uv_hrtime(0xde8fc10, 0xdf0f6f8, 0x89da20, 0) = 0x7d5634518
06:49:19 node->uv_hrtime(0xde8fc10, 0xdf0f6f8, 0x8dc8e0, 0) = 0x7d566bcd2
06:49:19 node->uv_hrtime(0xde8fc10, 0xdf0f6f8, 0x91b7a0, 0) = 0x7d5687a9a
06:49:19 node->uv_hrtime(0xde8fc10, 0xdf0f6f8, 0x999520, 0) = 0x7d56a8465
06:49:19 node->uv_mutex_lock(0xdebb3e0, 0x7ffdb69fb990, 0x7ffdb69fb9d8, 0x7ffdb69fba00) = 0
06:49:19 node->uv_cond_signal(0xdebb408, 128, 0xdf40dc8, 0xdf40dd0) = 0
06:49:19 node->uv_mutex_unlock(0xdebb3e0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:19 node->uv_hrtime(0xde8fc10, 0x4748, 0, 50)          = 0x7d576b344
06:49:19 node->uv_hrtime(0xde8fc10, 0, 0x2f54f28, 0)        = 0x7d57a7955
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fbe60, 0x2bc3df51aae1, 0x7ffdb69fc4e0, 0x7ffdb69fbed0) = 0x7ffdb69fbed0
06:49:19 node->uv_fs_open(0, 0x7ffdb69f9ef0, 0x7ffdb69fa0c8, 0) = 27
06:49:19 node->uv_buf_init(0x7ffdb69fa4d0, 8192, 0, 0)      = 0x7ffdb69fa4d0
06:49:19 node->uv_fs_read(0, 0x7ffdb69f9ef0, 27, 0x7ffdb69f9ec0) = 8192
06:49:19 node->uv_fs_read(0, 0x7ffdb69f9ef0, 27, 0x7ffdb69f9ec0) = 4049
06:49:19 node->uv_fs_read(0, 0x7ffdb69f9ef0, 27, 0x7ffdb69f9ec0) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb69f9ef0, 27, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69f9ef0, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fa5c0, 0xdfc93a0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fa5c0, 0xdfc93a0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fa5c0, 0xe0aa1a0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fa5c0, 0xe0aa1a0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69f9f00, 0xdfb4ca0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69f9f00, 0xdfb4ca0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69f9f00, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69f9f00, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb920, 0x2c7d0e01, 0x7ffdb69fb990, 0) = 0x7ffdb69fb990
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb920, 0x2c7d0e01, 0x7ffdb69fb990, 0) = 0x7ffdb69fb990
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb7f0, 0x2bc3df51aae1, 0x7ffdb69fbe78, 0x7ffdb69fb860) = 0x7ffdb69fb860
06:49:19 node->uv_fs_open(0, 0x7ffdb69f9890, 0x7ffdb69f9a68, 0) = 27
06:49:19 node->uv_buf_init(0x7ffdb69f9e70, 8192, 0, 0)      = 0x7ffdb69f9e70
06:49:19 node->uv_fs_read(0, 0x7ffdb69f9890, 27, 0x7ffdb69f9860) = 3396
06:49:19 node->uv_fs_read(0, 0x7ffdb69f9890, 27, 0x7ffdb69f9860) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb69f9890, 27, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69f9890, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69f9f50, 0xdfb4ca0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69f9f50, 0xdfb4ca0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69f9f50, 0xe0addc0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69f9f50, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fabd0, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fabd0, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc600, 0x2c7d0e01, 0x7ffdb69fc670, 0) = 0x7ffdb69fc670
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc600, 0x2c7d0e01, 0x7ffdb69fc670, 0) = 0x7ffdb69fc670
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc4d0, 0x2bc3df51aae1, 0x7ffdb69fcb50, 0x7ffdb69fc540) = 0x7ffdb69fc540
06:49:19 node->uv_fs_open(0, 0x7ffdb69fa560, 0x7ffdb69fa738, 0) = 27
06:49:19 node->uv_buf_init(0x7ffdb69fab40, 8192, 0, 0)      = 0x7ffdb69fab40
06:49:19 node->uv_fs_read(0, 0x7ffdb69fa560, 27, 0x7ffdb69fa530) = 900
06:49:19 node->uv_fs_read(0, 0x7ffdb69fa560, 27, 0x7ffdb69fa530) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb69fa560, 27, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fa560, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fac30, 0xe0addc0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fac30, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fa570, 0xe0addc0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fa570, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fbfa0, 0x2c7d0e01, 0x7ffdb69fc010, 0) = 0x7ffdb69fc010
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fbfa0, 0x2c7d0e01, 0x7ffdb69fc010, 0) = 0x7ffdb69fc010
06:49:19 node->uv_fs_open(0, 0x7ffdb69fabd0, 0xe0addc0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fabd0, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc600, 0x2c7d0e01, 0x7ffdb69fc670, 0) = 0x7ffdb69fc670
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc600, 0x2c7d0e01, 0x7ffdb69fc670, 0) = 0x7ffdb69fc670
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc4d0, 0x2bc3df51aae1, 0x7ffdb69fcb50, 0x7ffdb69fc540) = 0x7ffdb69fc540
06:49:19 node->uv_fs_open(0, 0x7ffdb69fa560, 0x7ffdb69fa738, 0) = 27
06:49:19 node->uv_buf_init(0x7ffdb69fab40, 8192, 0, 0)      = 0x7ffdb69fab40
06:49:19 node->uv_fs_read(0, 0x7ffdb69fa560, 27, 0x7ffdb69fa530) = 431
06:49:19 node->uv_fs_read(0, 0x7ffdb69fa560, 27, 0x7ffdb69fa530) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb69fa560, 27, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fa560, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fac30, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fac30, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fabd0, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fabd0, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc600, 0x2c7d0e01, 0x7ffdb69fc670, 0) = 0x7ffdb69fc670
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc600, 0x2c7d0e01, 0x7ffdb69fc670, 0) = 0x7ffdb69fc670
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fc4d0, 0x2bc3df51aae1, 0x7ffdb69fcb50, 0x7ffdb69fc540) = 0x7ffdb69fc540
06:49:19 node->uv_fs_open(0, 0x7ffdb69fa560, 0x7ffdb69fa738, 0) = 27
06:49:19 node->uv_buf_init(0x7ffdb69fab40, 8192, 0, 0)      = 0x7ffdb69fab40
06:49:19 node->uv_fs_read(0, 0x7ffdb69fa560, 27, 0x7ffdb69fa530) = 2281
06:49:19 node->uv_fs_read(0, 0x7ffdb69fa560, 27, 0x7ffdb69fa530) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb69fa560, 27, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fa560, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fac30, 0xe0addc0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fac30, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb8d0, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb8d0, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fd300, 0x2cc95997, 0x7ffdb69fd370, 0) = 0x7ffdb69fd370
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fd300, 0x7ffdb69fd4d8, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fd210, 0x2cd89be8, 0x7ffdb69fd280, 0) = 0x7ffdb69fd280
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fd0e0, 0x2bc3df51aae1, 0x7ffdb69fd760, 0x7ffdb69fd150) = 0x7ffdb69fd150
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0x7ffdb69fb438, 0) = 27
06:49:19 node->uv_buf_init(0x7ffdb69fb840, 8192, 0, 0)      = 0x7ffdb69fb840
06:49:19 node->uv_fs_read(0, 0x7ffdb69fb260, 27, 0x7ffdb69fb230) = 1485
06:49:19 node->uv_fs_read(0, 0x7ffdb69fb260, 27, 0x7ffdb69fb230) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb69fb260, 27, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb930, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb930, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb230, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb230, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc60, 0x7ffdb69fce38, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc60, 0x7ffdb69fce38, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc60, 0x2c6dcbb0, 0x7ffdb69fccd0, 0) = 0x7ffdb69fccd0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fca80, 0x2cc95997, 0x7ffdb69fcaf0, 0) = 0x7ffdb69fcaf0
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb8d0, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb8d0, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fd300, 0x2cc95997, 0x7ffdb69fd370, 0) = 0x7ffdb69fd370
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fd300, 0x7ffdb69fd4d8, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fd210, 0x2cd89be8, 0x7ffdb69fd280, 0) = 0x7ffdb69fd280
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fd0e0, 0x2bc3df51aae1, 0x7ffdb69fd760, 0x7ffdb69fd150) = 0x7ffdb69fd150
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0x7ffdb69fb438, 0) = 27
06:49:19 node->uv_buf_init(0x7ffdb69fb840, 8192, 0, 0)      = 0x7ffdb69fb840
06:49:19 node->uv_fs_read(0, 0x7ffdb69fb260, 27, 0x7ffdb69fb230) = 4281
06:49:19 node->uv_fs_read(0, 0x7ffdb69fb260, 27, 0x7ffdb69fb230) = 0
06:49:19 node->uv_fs_close(0, 0x7ffdb69fb260, 27, 0)        = 0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb930, 0xdfbd050, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb930, 0xdfbd050, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb930, 0xe0addc0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb930, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0xdfc92f0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0xdfc92f0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x7ffdb69fce58, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x7ffdb69fce58, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x7ffdb69fce58, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x2c6dcbb0, 0x7ffdb69fccf0, 0) = 0x7ffdb69fccf0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x2c9b92a3, 0x7ffdb69fccf0, 0) = 0x7ffdb69fccf0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcb90, 0x7ffdb69fcd68, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcb90, 0x7ffdb69fcd68, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcb90, 0x7ffdb69fcd68, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcb60, 0x2c9b92a3, 0x7ffdb69fcbd0, 0) = 0x7ffdb69fcbd0
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0xdfbd050, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0xdfbd050, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0xe0addc0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0xdfb48b0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0xdfb48b0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0xdfe1780, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0xdfe1780, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x2cd89be8, 0x7ffdb69fccf0, 0) = 0x7ffdb69fccf0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x7ffdb69fce58, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcb90, 0x2cd89be8, 0x7ffdb69fcc00, 0) = 0x7ffdb69fcc00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0xdfb48b0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0xdfb48b0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_open(0, 0x7ffdb69fb260, 0xe0addc0, 0)  = 0xfffffffe
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fb260, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x7ffdb69fce58, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x7ffdb69fce58, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x7ffdb69fce58, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x2c6dcbb0, 0x7ffdb69fccf0, 0) = 0x7ffdb69fccf0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcc80, 0x2cc95997, 0x7ffdb69fccf0, 0) = 0x7ffdb69fccf0
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcb90, 0x7ffdb69fcd68, 1, -511) = 0x7f16e4eb3b00
06:49:19 node->uv_fs_req_cleanup(0x7ffdb69fcb90, 0x7ffdb69fcd68, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcb90, 0x7ffdb69fcd68, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcae0, 0x2cc95997, 0x7ffdb69fcb50, 0) = 0x7ffdb69fcb50
06:49:20 node->uv_fs_open(0, 0x7ffdb69fbf60, 0xe0addc0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fbf60, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fd990, 0x2cc95997, 0x7ffdb69fda00, 0) = 0x7ffdb69fda00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fd990, 0x2cd89be8, 0x7ffdb69fda00, 0) = 0x7ffdb69fda00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fd860, 0x2bc3df51aae1, 0x7ffdb69fdee0, 0x7ffdb69fd8d0) = 0x7ffdb69fd8d0
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb8f0, 0x7ffdb69fbac8, 0) = 27
06:49:20 node->uv_buf_init(0x7ffdb69fbed0, 8192, 0, 0)      = 0x7ffdb69fbed0
06:49:20 node->uv_fs_read(0, 0x7ffdb69fb8f0, 27, 0x7ffdb69fb8c0) = 1975
06:49:20 node->uv_fs_read(0, 0x7ffdb69fb8f0, 27, 0x7ffdb69fb8c0) = 0
06:49:20 node->uv_fs_close(0, 0x7ffdb69fb8f0, 27, 0)        = 0
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb8f0, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fbfc0, 0xe0addc0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fbfc0, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb900, 0xe0addc0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb900, 0xe0addc0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fd320, 0x2cc95997, 0x7ffdb69fd390, 0) = 0x7ffdb69fd390
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fd320, 0x7ffdb69fd4f8, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fd230, 0x2cd89be8, 0x7ffdb69fd2a0, 0) = 0x7ffdb69fd2a0
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fd100, 0x2bc3df51aae1, 0x7ffdb69fd788, 0x7ffdb69fd170) = 0x7ffdb69fd170
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb290, 0x7ffdb69fb468, 0) = 27
06:49:20 node->uv_buf_init(0x7ffdb69fb870, 8192, 0, 0)      = 0x7ffdb69fb870
06:49:20 node->uv_fs_read(0, 0x7ffdb69fb290, 27, 0x7ffdb69fb260) = 5749
06:49:20 node->uv_fs_read(0, 0x7ffdb69fb290, 27, 0x7ffdb69fb260) = 0
06:49:20 node->uv_fs_close(0, 0x7ffdb69fb290, 27, 0)        = 0
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb290, 0x2f225ff, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb950, 0xdfb48b0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb950, 0xdfb48b0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb950, 0xe0aa1a0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb950, 0xe0aa1a0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xe003860, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xe003860, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xe0aa1a0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xe0aa1a0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xdfe29b0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xdfe29b0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xe0aa1a0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xe0aa1a0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x7ffdb69fce68, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x7ffdb69fce68, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x7ffdb69fce68, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x2c6dcbb0, 0x7ffdb69fcd00, 0) = 0x7ffdb69fcd00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x2c7d0e01, 0x7ffdb69fcd00, 0) = 0x7ffdb69fcd00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcba0, 0x7ffdb69fcd78, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcba0, 0x7ffdb69fcd78, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcba0, 0x7ffdb69fcd78, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcb70, 0x2c7d0e01, 0x7ffdb69fcbe0, 0) = 0x7ffdb69fcbe0
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xdfe29b0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xdfe29b0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xe0aa1a0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xe0aa1a0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x7ffdb69fce68, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x7ffdb69fce68, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x7ffdb69fce68, 1, -511) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcc90, 0x2c6dcbb0, 0x7ffdb69fcd00, 0) = 0x7ffdb69fcd00
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fcab0, 0x2c9b92a3, 0x7ffdb69fcb20, 0) = 0x7ffdb69fcb20
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xdfe29b0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xdfe29b0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xe0aa1a0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xe0aa1a0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xdfe29b0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xdfe29b0, 0, 0) = 0x7f16e4eb3b00
06:49:20 node->uv_fs_open(0, 0x7ffdb69fb270, 0xe0aa1a0, 0)  = 0xfffffffe
06:49:20 node->uv_fs_req_cleanup(0x7ffdb69fb270, 0xe0aa1a0, 0, 0) = 0x7f16e4eb3b00
